timestamp,roi_x,roi_y,roi_width,roi_height,focus_metric,focus_value,ema_focus_value,dema_focus_value,dfv,smooth_ddfv,ratio,ee_pose_x,ee_pose_y,ee_pose_z,ee_orient_x,ee_orient_y,ee_orient_z,ee_orient_w,velocity_command,focus_mode,is_focused
1761332622651498536,0.5,0.5,100,100,fswm,72.4218895927802,72.4218895927802,72.4218895927802,0.0,0.4263663038850963,0.9874129803937104,0.37594665432697144,-0.13871237547731338,0.40919275408398825,-0.5831112100715095,-0.4044787555252084,0.403017682850202,0.5778883978137757,0.40509898891597346,adaptive coarse,False
1761332622751724782,0.5,0.5,100,100,fswm,72.31422827698114,72.36805893488068,72.34114360593091,-0.08074598684929413,0.1728101585179011,0.9988850610319157,0.37594006390756585,-0.13870394082401907,0.40914912959701943,-0.5831197925325593,-0.4044958683213174,0.4029882549788656,0.5778882819515009,0.40044647337780087,adaptive coarse,False
1761332622851686735,0.5,0.5,100,100,fswm,68.13676581946488,70.25241237717279,69.18113143384396,-3.160012172086951,-1.4532280133598778,0.9563179123998825,0.3756337434015043,-0.13860839669117883,0.40921161723075294,-0.5830972060734875,-0.404491372219513,0.4030345675913973,0.5778819216723117,0.41827094819985006,adaptive coarse,False
1761332622951376535,0.5,0.5,100,100,fswm,69.57855237423966,69.91548237570623,69.21137690330855,0.030245469464588837,0.868514814095831,1.0004371924661786,0.37463977239594937,-0.1382602115346969,0.4093553914734358,-0.5830870183270448,-0.40436552670033676,0.40306053150732074,0.5779621595017029,0.3998251994350187,adaptive coarse,False
1761332623051364569,0.5,0.5,100,100,fswm,69.19570265938711,69.55559251754667,69.02359485226805,-0.18778205104050016,0.325243646795371,0.9972868326069738,0.3736538046273441,-0.13798589251720106,0.40934885778529484,-0.5830662305257814,-0.4044400473241919,0.40309996176350305,0.5779034865504135,0.4010882194788169,adaptive coarse,False
1761332623151616476,0.5,0.5,100,100,fswm,69.35140199124005,69.45349725439337,69.1364507901774,0.11285593790935877,0.31294081787261496,1.0016350341959284,0.3726258270897967,-0.13765851316848407,0.4093148070899748,-0.5830658994635446,-0.40449864028847715,0.40308961338564825,0.5778700290447232,0.3993470539108126,adaptive coarse,False
1761332623251498438,0.5,0.5,100,100,fswm,70.4634515857301,69.95847442006173,70.05243977078794,0.9159889806105355,0.5580369302868958,1.0132490020841607,0.371616254929663,-0.1372314621903014,0.4093668613445737,-0.5830877950625379,-0.4044092903255858,0.40306334439084335,0.5779287928074981,0.3947696954817982,adaptive coarse,False
1761332623351488131,0.5,0.5,100,100,fswm,68.27617589928644,69.1173251596741,68.74373320484338,-1.3087065659445614,-0.8333293081341006,0.9813181872005221,0.3706021631582988,-0.13678483606679068,0.40935665974415436,-0.583131844854498,-0.4043540698949042,0.4029992164893918,0.5779677060052343,0.4076149868791377,adaptive coarse,False
1761332623451415934,0.5,0.5,100,100,fswm,75.10033670918936,72.10883093443172,73.41778784439518,4.674054639551798,2.5747159486811295,1.0679924470442126,0.3696244580930933,-0.13637847638631734,0.4093537866050512,-0.5831631098599942,-0.40431058058439695,0.4029632163093331,0.5779916850851454,0.37453448393482963,adaptive coarse,False
1761332623551505519,0.5,0.5,100,100,fswm,73.56663277236312,72.83773185339743,73.85666076786201,0.4388729234668318,-0.8302328837019184,1.0059777464883168,0.3686682773383919,-0.13602545584091577,0.4093944709291496,-0.5831294648337807,-0.4043148045173952,0.40300044838763166,0.5779967168506213,0.39762310985141214,adaptive coarse,False
1761332623651369291,0.5,0.5,100,100,fswm,71.90136736939542,72.36954961139642,72.6449229476282,-1.2117378202338074,-1.2404218137012788,0.9835933847044289,0.3676858699600951,-0.1356890569452968,0.4094297617436944,-0.583093796144231,-0.40429989130831234,0.4030505079961665,0.5780082272686343,0.40667211290791727,adaptive coarse,False
1761332623751281914,0.5,0.5,100,100,fswm,72.58822749401563,72.47888855270602,72.67124469147672,0.026321743848512824,-0.0011811248094792948,1.0003623342524224,0.3667754926827381,-0.13538541095074785,0.4094408749482681,-0.5830496520435025,-0.40432606656836506,0.40312052567347223,0.577985619999363,0.39985511879445435,adaptive coarse,False
1761332623851507130,0.5,0.5,100,100,fswm,69.22960887820321,70.85424871545462,70.13810686621426,-2.5331378252624575,-1.280320346960225,0.9651425011912648,0.3658335142654999,-0.13502890475652737,0.4094097813695975,-0.583060196282334,-0.4043661037054465,0.40309817176435053,0.5779625641903811,0.41444657084967707,adaptive coarse,False
1761332623951508574,0.5,0.5,100,100,fswm,72.6951536413948,71.7747011784247,71.87685648528958,1.738749619075321,1.4957835486887767,1.0247903699823537,0.3648001393393269,-0.13463512260588079,0.4094081794637161,-0.5830813255130161,-0.40434792472261427,0.40310315278967196,0.577950492535066,0.3903237303126568,adaptive coarse,False
1761332624051484337,0.5,0.5,100,100,fswm,71.57430768692758,71.67450443267614,71.6754837132343,-0.20137277205527937,-0.22216942122091177,0.9971983642315174,0.36378606089055593,-0.1342048550422644,0.40944763016338837,-0.5831056997011618,-0.4042649397227413,0.403054336555737,0.5780179956286845,0.401123802793496,adaptive coarse,False
1761332624151398280,0.5,0.5,100,100,fswm,64.70950714644741,68.19200578956178,66.45124610828367,-5.2242376049506305,-2.6225171270581313,0.927112628554385,0.36274581004830164,-0.13379335812329518,0.40944904663272486,-0.5830829790515367,-0.404268747197041,0.40305212095961596,0.5780397973929434,0.43144704071576107,adaptive coarse,False
1761332624251502605,0.5,0.5,100,100,fswm,68.09718304748736,68.14459441852458,67.25050889236692,0.799262784083254,1.7004916309878766,1.01202780731577,0.36175789526208363,-0.133462840321185,0.4094695971036884,-0.5830833378317749,-0.40425371698629914,0.40306850687712303,0.5780385213889851,0.3952460565890292,adaptive coarse,False
1761332624351690371,0.5,0.5,100,100,fswm,76.95865027896538,72.55162234874498,74.30809355077636,7.057584658409439,3.979406752657031,1.1049447026446293,0.3607546606670523,-0.1331238586357431,0.40950349198443947,-0.5830561097290538,-0.40425125034100257,0.4031294342628816,0.5780252232699249,0.36200906619364775,adaptive coarse,False
1761332624451365211,0.5,0.5,100,100,fswm,72.83130981884926,72.69146608379712,73.63962355233889,-0.6684699984374731,-1.8733239520949407,0.9910040755118997,0.3597147325187221,-0.13272433054756447,0.40953442024806364,-0.58307058868611,-0.40422222843729744,0.40309905745003605,0.5780520984559359,0.4036310343056676,adaptive coarse,False
1761332624551275123,0.5,0.5,100,100,fswm,63.99402549717113,68.34274579048413,66.64246437809851,-6.99715917424038,-4.101006563948924,0.9049810572528634,0.35874302339783426,-0.13236338135912631,0.40947993943890304,-0.5831030706950553,-0.40424837075448145,0.4030425914037092,0.5780404252324636,0.44199820183444444,adaptive coarse,False
1761332624651556091,0.5,0.5,100,100,fswm,61.57789246523452,64.96031912785932,62.41896509035411,-4.223499287744403,-0.6636733387264733,0.9366245032029095,0.3578518917374365,-0.13208731586611236,0.4094774087860594,-0.5830724181465555,-0.40430349097789353,0.403070979607949,0.5780129996615172,0.42706548743081985,adaptive coarse,False
1761332624751874188,0.5,0.5,100,100,fswm,59.149893055826574,62.055106091842944,59.33182255508214,-3.0871425352719655,0.23634170687298206,0.9505415937158972,0.35684213462621206,-0.13173745415128416,0.40950355485836865,-0.5830333196692027,-0.40429460811827206,0.4031354661439403,0.5780136797160687,0.42081272681219895,adaptive coarse,False
1761332624851521658,0.5,0.5,100,100,fswm,56.581319434310416,59.31821276307668,56.58812433031315,-2.743698224768991,0.2898930086879782,0.9537567176160514,0.3557725116242757,-0.1312561808953003,0.40950435808169694,-0.5830723032417594,-0.4042200337816051,0.40304062273466856,0.5780926482040731,0.4193941626957178,adaptive coarse,False
1761332624951532211,0.5,0.5,100,100,fswm,71.52365502529935,65.42093389418801,67.1072502433619,10.519125913048754,6.776358573252862,1.1858892839714403,0.35472537240742386,-0.130814407813848,0.4095245099956927,-0.583099454769545,-0.4041437599861692,0.40302472520537264,0.5781296722923283,0.33729961591391966,adaptive coarse,False
1761332625051362833,0.5,0.5,100,100,fswm,63.5801273119483,64.50053060306816,64.88348713209518,-2.22376311126672,-2.983265225531307,0.9668625505708798,0.3537123076427107,-0.13045780441704496,0.40952739237894276,-0.5831186091520616,-0.4041318948871385,0.40301500381604743,0.5781254240168369,0.4137092700134282,adaptive coarse,False
1761332625151487099,0.5,0.5,100,100,fswm,48.244124579951816,56.372327591509986,52.499704350244414,-12.383782781850769,-6.571642448057678,0.809138143937319,0.35280051313132277,-0.13018486036978424,0.40949155436025153,-0.5830708975794763,-0.40422221985278894,0.4030771726205938,0.5780670534508393,0.4943531620615164,adaptive coarse,False
1761332625251410761,0.5,0.5,100,100,fswm,45.749055487724355,51.06069153961717,46.46856189303797,-6.0311424572064425,-0.10950106170667606,0.8851204491177603,0.35203598673693554,-0.13000081931145713,0.40950387098888524,-0.5830047261252793,-0.40432887025803227,0.40316461865280095,0.5779982216737287,0.4519158950611729,adaptive coarse,False
1761332625351342264,0.5,0.5,100,100,fswm,64.7471024183551,57.90389697898613,59.029434875381014,12.560872982343042,9.241257188921406,1.2703090534898809,0.35092508964117364,-0.12954661792805794,0.40952220730678623,-0.5830288513889608,-0.4042547101159349,0.40314155377634064,0.5780418457308676,0.3148840031495425,adaptive coarse,False
1761332625451399948,0.5,0.5,100,100,fswm,59.113230479884024,58.50856372943508,59.373666052857,0.344231177475983,-1.4876923079728268,1.0058315174150438,0.3496897648541664,-0.128994221445104,0.4094876327973175,-0.5830947994519398,-0.4042348080911543,0.4030369955352435,0.5780621549708419,0.39768091680800355,adaptive coarse,False
1761332625551640565,0.5,0.5,100,100,fswm,54.98483107638534,56.746697402910215,56.298315401358735,-3.075350651498262,-2.453637068473536,0.9482034569204393,0.34865634967678366,-0.128590106873828,0.4094618096067383,-0.5831393569805815,-0.4042233048987905,0.40297841537348295,0.5780660921210049,0.42185039200248636,adaptive coarse,False
1761332625651453567,0.5,0.5,100,100,fswm,83.49118791538481,70.1189426591475,76.58087428649041,20.282558885131678,10.452136234078203,1.3602693746790542,0.3478649095034526,-0.1283712794741766,0.4094217855000678,-0.5831274809555724,-0.40430447390480295,0.4029940664268682,0.5780103941623421,0.2940594028255449,adaptive coarse,False
1761332625751522411,0.5,0.5,100,100,fswm,73.83138583855127,71.97516424884938,76.13424085737176,-0.44663342911864845,-5.138528040086062,0.9941678201864373,0.3468855524287674,-0.12807694037675416,0.40941026069589637,-0.583088882754343,-0.4043887869979568,0.4030683661947057,0.5779385399259542,0.4023465574705361,adaptive coarse,False
1761332625851541165,0.5,0.5,100,100,fswm,68.33147658553382,70.1533204171916,71.32193680562389,-4.812304051747873,-4.752099331357643,0.9367918561010788,0.345913111788222,-0.12770829612763268,0.4094714203006814,-0.5830936832711144,-0.4043141916102424,0.4030502962319106,0.5779984858970225,0.42698919444581557,adaptive coarse,False
